system_name...1,district,school_name,fac_schtype,system_name...5,total,perc_frl,perc_black,perc_hisp,perc_white,perc_migrant,perc_esol,harsh
Laurens County,Laurens County,East Laurens Elementary School,E,Laurens County,534,85.02,36,6,53,1,2.6,150
Laurens County,Laurens County,West Laurens High School,H,Laurens County,1214,44.56,26,4,68,1,0.2,163
Laurens County,Laurens County,East Laurens High School,H,Laurens County,622,85.05,43,4,50,0,0.6,115
Laurens County,Laurens County,Northwest Laurens Elementary,E,Laurens County,876,85.05,25,1,68,0,1.6,83
Laurens County,Laurens County,East Laurens Middle School,M,Laurens County,531,84.93,37,5,54,1,0.6,210
Laurens County,Laurens County,West Laurens Middle School,M,Laurens County,1008,50.5,24,4,69,0,1.1,181
Lee County,Lee County,Lee County Middle School West,M,Lee County,849,49,22,3,68,0,0,161
Lee County,Lee County,Lee County Elementary School,E,Lee County,703,51.64,19,4,69,0,3.7,10
Lee County,Lee County,Lee County Middle School East,M,Lee County,694,44.67,21,3,69,0,0.9,138
Lee County,Lee County,Lee County Primary School,E,Lee County,703,50.64,20,4,69,0,6.3,12
Lee County,Lee County,Lee County High School,H,Lee County,1353,33.11,25,3,66,0,0.8,58
Lee County,Lee County,Kinchafoonee Primary School,E,Lee County,681,51.84,24,2,67,0,0,9
Lee County,Lee County,Lee High School 9th Grade Campus,H,Lee County,499,40.08,25,5,63,0,0.4,43
Lee County,Lee County,Twin Oaks Elementary,E,Lee County,731,46.92,24,3,67,0,0,17
Liberty County,Liberty County,Waldo Pafford Elementary School,E,Liberty County,619,64.3,54,20,15,0,0.2,61
Liberty County,Liberty County,Midway Middle School,M,Liberty County,770,63.64,43,10,38,0,0,55
Liberty County,Liberty County,Liberty Elementary School,E,Liberty County,2413,68.66,43,6,43,0,0,50
Liberty County,Liberty County,Bradwell Institute,H,Liberty County,1611,66.54,56,14,19,0,1.1,206
Liberty County,Liberty County,Button Gwinnett Elementary School,E,Liberty County,609,77.5,65,11,13,0,0,43
Liberty County,Liberty County,Lyman Hall Elementary School,E,Liberty County,1339,81.17,59,14,14,0,0,71
Liberty County,Liberty County,Joseph Martin Elementary School,E,Liberty County,664,65.21,48,18,21,0,6.5,20
Liberty County,Liberty County,Liberty County High School,H,Liberty County,1127,56.97,51,9,30,0,0.3,160
Liberty County,Liberty County,Taylors Creek Elementary School,E,Liberty County,710,63.38,44,15,29,0,3.1,48
Liberty County,Liberty County,Snelson-Golden Middle School,M,Liberty County,724,78.59,61,12,14,0,0,261
Liberty County,Liberty County,Frank Long Elementary School,E,Liberty County,625,79.04,60,12,17,0,0,67
Liberty County,Liberty County,Lewis Frasier Middle School,M,Liberty County,802,72.94,52,16,21,0,3.6,176
Lincoln County,Lincoln County,Lincoln County Middle School,M,Lincoln County,257,69.26,38,3,56,0,0,15
Lincoln County,Lincoln County,Lincoln County High School,H,Lincoln County,340,59.41,34,2,61,0,0,16
Lincoln County,Lincoln County,Lincoln County Elementary School,E,Lincoln County,470,71.7,40,1,57,0,0,28
Long County,Long County,Smiley Elementary School,E,Long County,813,76.38,23,15,53,3,6.2,23
Long County,Long County,Long County High School,H,Long County,958,72.03,28,16,47,4,2.9,78
Long County,Long County,Long County Middle School,M,Long County,878,75.63,28,17,46,4,2.4,168
Long County,Long County,McClelland Elementary School,E,Long County,933,77.6,27,17,45,3,5,20
Lowndes County,Lowndes County,Dewar Elementary,E,Lowndes County,722,51.11,34,9,48,0,2.4,22
Lowndes County,Lowndes County,Westside Elementary School,E,Lowndes County,3186,39.62,22,6,64,1,2.7,22
Lowndes County,Lowndes County,Pine Grove Middle School,M,Lowndes County,771,46.82,31,10,51,0,0.6,117
Lowndes County,Lowndes County,Moulton-Branch Elementary School,E,Lowndes County,548,81.2,19,14,63,3,6,5
Lowndes County,Lowndes County,Hahira Elementary School,E,Lowndes County,737,39.89,12,7,74,0,2,15
Lowndes County,Lowndes County,Pine Grove Elementary School,E,Lowndes County,681,51.4,27,14,50,0,0.9,5
Lowndes County,Lowndes County,Clyattville Elementary School,E,Lowndes County,611,81.34,19,24,51,2,8.3,20
Lowndes County,Lowndes County,Lowndes Middle School,M,Lowndes County,835,65.87,22,12,61,1,0.7,172
Lowndes County,Lowndes County,Hahira Middle School,M,Lowndes County,918,33.66,16,6,72,0,0.3,79
Lowndes County,Lowndes County,Lake Park Elementary School,E,Lowndes County,1201,59.88,20,9,66,1,3.5,21
Lowndes County,Lowndes County,Lowndes High School,H,Lowndes County,2866,39.57,24,9,61,0,0.3,306
Lumpkin County,Lumpkin County,Lumpkin County High School,H,Lumpkin County,1128,40.69,2,9,86,0,1.1,138
Lumpkin County,Lumpkin County,Blackburn Elementary School,E,Lumpkin County,743,46.03,0,9,89,0,3.6,13
Lumpkin County,Lumpkin County,Long Branch Elementary School,E,Lumpkin County,460,57.61,2,5,90,0,1.5,2
Lumpkin County,Lumpkin County,Lumpkin County Middle School,M,Lumpkin County,932,47.53,1,8,87,0,0.3,163
Lumpkin County,Lumpkin County,Lumpkin County Elementary School,E,Lumpkin County,555,54.23,2,6,88,0,4.3,11
Macon County,Macon County,Macon County Elementary School,E,Macon County,535,88.56,78,12,7,3,6.4,108
Macon County,Macon County,Macon County Middle School,M,Macon County,268,92.66,82,9,7,4,4.5,219
Macon County,Macon County,Macon County High School,H,Macon County,407,85.42,85,9,5,2,1.2,115
Madison County,Madison County,Hull-Sanford Elementary School,E,Madison County,535,66.73,19,17,54,1,9.5,29
Madison County,Madison County,Danielsville Elementary School,E,Madison County,441,66.67,2,6,86,1,2.7,27
Madison County,Madison County,Colbert Elementary School,E,Madison County,435,65.06,15,19,58,0,8.7,2
Madison County,Madison County,Madison County Middle School,M,Madison County,1132,60.51,9,11,72,0,1.5,189
Madison County,Madison County,Comer Elementary School,E,Madison County,411,57.66,9,4,73,1,6.6,14
Madison County,Madison County,Ila Elementary School,E,Madison County,431,58.47,4,5,86,0,1.9,2
Madison County,Madison County,Madison County High School,H,Madison County,1429,52.76,9,12,73,0,2.2,146
Marion County,Marion County,L. K. Moss Elementary School,E,Marion County,576,91.84,32,13,51,1,4.9,43
Marion County,Marion County,Marion County Middle/High School,H,Marion County,709,91.82,33,13,51,1,4.5,75
McDuffie County,McDuffie County,Thomson-McDuffie Middle School,M,McDuffie County,875,93.26,57,5,34,0,0.3,699
McDuffie County,McDuffie County,Norris Elementary School,E,McDuffie County,473,93.23,70,4,23,0,1.3,122
McDuffie County,McDuffie County,Maxwell Elementary School,E,McDuffie County,401,93.27,72,3,22,0,0.7,17
McDuffie County,McDuffie County,Dearing Elementary School,E,McDuffie County,435,93.33,24,11,57,0,3,17
McDuffie County,McDuffie County,Thomson High School,H,McDuffie County,1037,65,53,4,39,0,0.6,403
McDuffie County,McDuffie County,Thomson Elementary School,E,McDuffie County,441,93.2,68,3,24,0,1.8,113
McIntosh County,McIntosh County,McIntosh County Middle School,M,McIntosh County,311,85.53,43,3,49,0,0,60
McIntosh County,McIntosh County,McIntosh Academy,H,McIntosh County,368,85.6,40,2,52,0,0.3,115
McIntosh County,McIntosh County,Todd Grant Elementary School,E,McIntosh County,571,85.46,43,3,47,0,0.2,26
Meriwether County,Meriwether County,Unity Elementary School (PK-5),E,Meriwether County,286,91.96,47,8,39,0,3.1,30
Meriwether County,Meriwether County,George E. Washington Elementary School (PK-5),E,Meriwether County,256,92.19,71,5,20,0,1.2,54
Meriwether County,Meriwether County,Mountain View Elementary School,E,Meriwether County,1408,91.95,52,2,39,0,0.8,166
Meriwether County,Meriwether County,Good Sheperd Therapeutic Center,H,Meriwether County,10,79.52,70,10,10,0,0,0
Meriwether County,Meriwether County,Greenville High School,H,Meriwether County,280,92.14,71,3,24,0,0,60
Meriwether County,Meriwether County,Greenville Middle School,M,Meriwether County,234,91.88,62,6,28,0,0,65
Meriwether County,Meriwether County,Manchester High School,H,Meriwether County,411,91.97,58,1,37,0,0,41
Meriwether County,Meriwether County,Manchester Middle School,M,Meriwether County,314,92.04,54,3,37,0,1,106
Miller County,Miller County,Miller County Elementary School,E,Miller County,371,90.57,40,2,55,0,1.3,12
Miller County,Miller County,Miller County High School,H,Miller County,267,90.64,37,3,57,0,0.7,35
Miller County,Miller County,Miller County Middle School,M,Miller County,225,90.67,39,4,54,0,1.3,21
Mitchell County,Mitchell County,Baconton Community Charter School,K12,Mitchell County,820,55.66,18,6,73,0,0.6,17
Mitchell County,Mitchell County,Mitchell County Elementary School,E,Mitchell County,337,92.97,80,9,9,2,3.6,0
Mitchell County,Mitchell County,Mitchell County Middle School,M,Mitchell County,334,94.5,82,8,8,1,0.3,1
Mitchell County,Mitchell County,Mitchell County Primary School,E,Mitchell County,216,91.2,79,9,9,1,5.6,0
Mitchell County,Mitchell County,Mitchell County High School,H,Mitchell County,453,90.66,84,7,8,1,0.7,1
Mitchell County,Mitchell County,Eagle's Landing Academy,K12,Mitchell County,448,26.5,2,6,84,1,4.3,1
Monroe County,Monroe County,T.G. Scott Elementary School,E,Monroe County,649,39.14,21,4,70,0,1.8,67
Monroe County,Monroe County,Katherine B. Sutton Elementary School,E,Monroe County,553,61.48,19,5,72,0,0.5,13
Monroe County,Monroe County,"Monroe County Middle School, Banks Stephens Campus",M,Monroe County,912,76.52,27,3,66,0,0.4,215
Monroe County,Monroe County,Mary Persons High School,H,Monroe County,1153,45.97,24,2,70,0,0.3,189
Monroe County,Monroe County,Samuel E. Hubbard Elementary School,E,Monroe County,574,62.37,32,2,62,0,0.2,64
Montgomery County,Montgomery County,Montgomery County Middle School,M,Montgomery County,210,93.94,31,15,48,4,2.4,56
Montgomery County,Montgomery County,Montgomery County Elementary School,E,Montgomery County,370,71.93,33,15,42,4,6.5,158
Montgomery County,Montgomery County,Montgomery County High School,H,Montgomery County,265,70.12,31,13,54,4,0.8,76
Morgan County,Morgan County,Morgan County Elementary School,E,Morgan County,713,44.32,26,7,61,0,2.1,24
Morgan County,Morgan County,Morgan County High School,H,Morgan County,924,30.74,26,6,64,0,0.4,61
Morgan County,Morgan County,Morgan County Primary School,E,Morgan County,610,60,24,7,64,0,3.9,25
Morgan County,Morgan County,Morgan County Middle School,M,Morgan County,743,41.59,27,7,62,0,0.7,116
Murray County,Murray County,Woodlawn Elementary School,E,Murray County,610,61.8,0,26,72,0,12.3,33
Murray County,Murray County,Pleasant Valley Innovative School,H,Murray County,59,81.36,2,17,80,0,0,72
Murray County,Murray County,North Murray High School,H,Murray County,983,56.26,0,26,73,0,3.7,37
Murray County,Murray County,Murray County High School,H,Murray County,1066,60.13,0,27,71,0,6.2,59
Murray County,Murray County,Coker Elementary School,E,Murray County,708,88.98,1,8,91,1,3.4,27
Murray County,Murray County,Eton Elementary School,E,Murray County,506,83.99,1,20,77,1,10.3,4
Murray County,Murray County,Bagley Middle School,M,Murray County,577,64.12,0,24,75,1,3.6,25
Murray County,Murray County,Chatsworth Elementary School,E,Murray County,700,84,0,34,65,1,18.1,19
Murray County,Murray County,Spring Place Elementary School,E,Murray County,593,88.87,0,44,56,1,23.4,16
Murray County,Murray County,Gladden Middle School,M,Murray County,632,70.25,0,26,72,0,3.8,63
Murray County,Murray County,Northwest Elementary School,E,Murray County,526,81.94,1,19,79,1,8,40
Muscogee County,Muscogee County,Midland Middle School,M,Muscogee County,414,70.53,57,8,27,0,0,170
Muscogee County,Muscogee County,Fox Elementary School,E,Muscogee County,329,94.53,79,4,10,0,0,228
Muscogee County,Muscogee County,North Columbus Elementary,E,Muscogee County,693,46.61,27,15,43,0,10.2,45
Muscogee County,Muscogee County,Eagle Ridge Academy,E,Muscogee County,603,49.42,33,11,41,0,7.8,8
Muscogee County,Muscogee County,Early College Academy of Columbus at Waverly Terrace,H,Muscogee County,124,94.35,69,11,14,0,0,0
Muscogee County,Muscogee County,Aaron Cohn Middle School,M,Muscogee County,660,46.21,46,8,37,0,0,77
Muscogee County,Muscogee County,Fort Middle School,M,Muscogee County,609,94.42,85,5,5,0,0,428
Muscogee County,Muscogee County,Hannan Elementary,E,Muscogee County,504,94.44,71,5,17,0,0,47
Muscogee County,Muscogee County,Brewer Elementary School,E,Muscogee County,474,94.51,77,18,3,0,15.4,236
Muscogee County,Muscogee County,Blackmon Road Middle School,M,Muscogee County,632,39.87,29,10,41,0,6.5,46
Muscogee County,Muscogee County,"Martin Luther King, Jr. Elementary School",E,Muscogee County,1546,92.89,73,21,2,0,18.8,169
Muscogee County,Muscogee County,Northside High School,H,Muscogee County,3322,31.71,27,8,55,0,0,180
Muscogee County,Muscogee County,Veterans Memorial Middle School,M,Muscogee County,1338,48.94,32,9,49,0,0,126
Muscogee County,Muscogee County,Dorothy Height Elementary School,E,Muscogee County,454,94.49,91,4,3,0,0,139
Muscogee County,Muscogee County,Shaw High School,H,Muscogee County,1154,94.45,52,13,23,0,6.7,278
Muscogee County,Muscogee County,Downtown Elementary Magnet Academy,E,Muscogee County,321,94.39,83,7,5,0,0,106
Muscogee County,Muscogee County,Baker Middle School,M,Muscogee County,564,94.5,83,13,2,0,9,1348
Muscogee County,Muscogee County,East Columbus Magnet Academy,M,Muscogee County,553,94.39,88,4,3,0,0,602
Muscogee County,Muscogee County,Spencer High School,H,Muscogee County,991,94.45,81,11,4,0,5.1,720
Muscogee County,Muscogee County,Double Churches Middle School,M,Muscogee County,545,94.5,49,6,36,0,0,229
Muscogee County,Muscogee County,Midland Academy,E,Muscogee County,575,94.43,43,13,31,0,7.5,50
Muscogee County,Muscogee County,Rainey McCullers School of the Arts,M,Muscogee County,318,47.48,47,9,33,0,0,11
Muscogee County,Muscogee County,Dimon Elementary,E,Muscogee County,458,94.32,84,5,2,0,0,41
Muscogee County,Muscogee County,Georgetown Elementary School,E,Muscogee County,535,94.39,91,4,2,0,0,74
Muscogee County,Muscogee County,Kendrick High School,H,Muscogee County,855,94.39,90,3,3,0,0,467
Muscogee County,Muscogee County,Reese Road Leadership Academy,E,Muscogee County,464,94.4,55,14,21,0,13.1,88
Muscogee County,Muscogee County,Arnold Middle School,M,Muscogee County,589,94.4,45,21,25,0,7,318
Muscogee County,Muscogee County,Blanchard Elementary School,E,Muscogee County,568,94.37,24,9,57,0,3.9,19
Muscogee County,Muscogee County,Clubview Elementary School,E,Muscogee County,514,43.58,32,4,55,0,0,44
Muscogee County,Muscogee County,Double Churches Elementary School,E,Muscogee County,528,46.02,25,8,56,0,0.4,30
Muscogee County,Muscogee County,Hardaway High School,H,Muscogee County,1240,94.44,64,7,22,0,0,290
Muscogee County,Muscogee County,Key Elementary School,E,Muscogee County,336,94.35,70,15,8,0,10.7,53
Muscogee County,Muscogee County,Richards Middle School,M,Muscogee County,2962,94.37,52,8,27,0,0,222
Muscogee County,Muscogee County,Rothschild Leadership Academy School,M,Muscogee County,536,94.4,88,4,3,0,0,407
Muscogee County,Muscogee County,Columbus High School,H,Muscogee County,1275,20.78,22,7,55,0,0,6
Muscogee County,Muscogee County,Britt David Elementary Computer Magnet Academy,E,Muscogee County,590,16.95,24,5,47,0,0,11
Muscogee County,Muscogee County,Forrest Road Elementary School,E,Muscogee County,325,94.46,91,3,2,0,0,91
Muscogee County,Muscogee County,Rigdon Road Elementary School,E,Muscogee County,458,94.32,93,2,2,0,0,224
Muscogee County,Muscogee County,St. Marys Video and Communication Technology,E,Muscogee County,494,94.33,92,3,2,0,0,496
Muscogee County,Muscogee County,Waddell Elementary School,E,Muscogee County,463,94.38,76,5,12,0,0,229
Muscogee County,Muscogee County,Davis Elementary School,E,Muscogee County,1188,94.56,91,3,3,0,0,192
Muscogee County,Muscogee County,Lonnie Jackson Academy,E,Muscogee County,319,94.36,86,4,8,0,0,95
Muscogee County,Muscogee County,Johnson Elementary School,E,Muscogee County,365,94.52,43,7,39,0,0,34
Muscogee County,Muscogee County,Mathews Elementary School,E,Muscogee County,657,25.42,30,9,52,0,0,26
Muscogee County,Muscogee County,Allen Elementary School,E,Muscogee County,458,94.32,27,25,38,0,20.5,73
Muscogee County,Muscogee County,River Road Elementary School,E,Muscogee County,400,94.5,23,31,38,0,26,54
Muscogee County,Muscogee County,South Columbus Elementary School,E,Muscogee County,357,94.4,63,27,6,0,24.9,55
Muscogee County,Muscogee County,Wynnton Elementary School,E,Muscogee County,395,94.43,71,4,21,0,0,19
Muscogee County,Muscogee County,Carver High School,H,Muscogee County,1455,94.46,94,4,2,0,0,130
Muscogee County,Muscogee County,Dawson Elementary School,E,Muscogee County,292,94.52,91,3,1,0,0,72
Muscogee County,Muscogee County,Eddy Middle School,M,Muscogee County,449,94.43,80,8,5,0,0,454
Muscogee County,Muscogee County,Gentian Elementary School,E,Muscogee County,450,94.44,52,8,31,0,0,96
Muscogee County,Muscogee County,Jordan Vocational High School,H,Muscogee County,779,94.48,52,12,32,0,0,319
Muscogee County,Muscogee County,Wesley Heights Elementary School,E,Muscogee County,449,94.43,85,6,4,0,0,120
Newton County,Newton County,Veterans Memorial Middle School,M,Newton County,1338,72.41,67,13,16,0,4,209
Newton County,Newton County,Oak Hill Elementary School,E,Newton County,623,69.02,46,12,36,0,7.4,41
Newton County,Newton County,Rocky Plains Elementary School,E,Newton County,510,74.12,34,7,52,0,3.1,100
Newton County,Newton County,South Salem Elementary School,E,Newton County,826,80.87,57,13,21,0,7.4,192
Newton County,Newton County,Liberty Middle School,M,Newton County,2159,79.06,69,13,12,0,2,228
Newton County,Newton County,Live Oak Elementary,E,Newton County,1028,82.68,88,5,3,0,2.9,129
Newton County,Newton County,Clements Middle School,M,Newton County,853,81.48,80,10,5,0,2.7,215
Newton County,Newton County,Flint Hill Elementary,E,Newton County,851,78.03,48,8,38,0,6.3,176
